"","data.instansi","name","Agregat","Internal","Eksternal","Eksper"
"212","PEMERINTAH KABUPATEN ACEH TIMUR","SEKRETARIAT MAJELIS PERMUSYAWARAHAN ULAMA",NA,76.02,NA,62.46
"213","PEMERINTAH KABUPATEN ACEH TENGAH","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,73.6,NA,57.82
"214","PEMERINTAH KABUPATEN ACEH TENGAH","BADAN PENANGGULANGAN BENCANA DAERAH",NA,74.07,NA,57.82
"215","PEMERINTAH KABUPATEN ACEH TENGAH","BADAN PENGELOLAAN KEUANGAN DAERAH",67.75,73.06,91.52,57.82
"216","PEMERINTAH KABUPATEN ACEH TENGAH","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,64.33,NA,57.82
"217","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS KELUARGA BERENCANA, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",64.58,68.93,85.68,57.82
"218","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",66.35,72.69,87.6,57.82
"219","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS KESEHATAN",64.94,63.67,91.67,57.82
"220","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS KOMUNIKASI DAN INFORMATIKA",NA,64.02,NA,57.82
"221","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS KOPERASI DAN USAHA KECIL DAN MENENGAH",NA,77.91,NA,57.82
"222","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS LINGKUNGAN HIDUP",NA,69.68,NA,57.82
"223","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PANGAN",NA,68.14,NA,57.82
"224","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PARIWISATA",NA,71.24,NA,57.82
"225","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",47.09,71.62,29.85,57.82
"226","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PEMBERDAYAAN MASYARAKAT DAN KAMPUNG",NA,68.37,NA,57.82
"227","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PEMUDA DAN OLAHRAGA",NA,66.25,NA,57.82
"228","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",63.33,65.75,84.84,57.82
"229","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PENDIDIKAN DAN KEBUDAYAAN",NA,71.06,NA,57.82
"230","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PENDIDIKAN DAYAH",NA,66.54,NA,57.82
"231","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PERDAGANGAN",61.64,69.88,75.84,57.82
"232","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PERHUBUNGAN",67.16,71.34,91.32,57.82
"233","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PERIKANAN",NA,67.56,NA,57.82
"234","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PERKEBUNAN",NA,70.06,NA,57.82
"235","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,77.84,NA,57.82
"236","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PERTANAHAN",NA,69.77,NA,57.82
"237","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PERTANIAN",60.1,63.11,77.43,57.82
"238","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS PERUMAHAN DAN PERMUKIMAN",NA,65.9,NA,57.82
"239","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS SOSIAL",69.24,75.38,93.9,57.82
"240","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS SYARIAT ISLAM",NA,79.17,NA,57.82
"241","PEMERINTAH KABUPATEN ACEH TENGAH","DINAS TRANSMIGRASI DAN TENAGA KERJA",60.95,74.98,69,57.82
"242","PEMERINTAH KABUPATEN ACEH TENGAH","KECAMATAN",NA,67.58,NA,57.82
"243","PEMERINTAH KABUPATEN ACEH TENGAH","SATUAN POLISI PAMONG PRAJA DAN WILAYATUL HISBAH",NA,70.7,NA,57.82
"244","PEMERINTAH KABUPATEN ACEH TENGAH","SEKRETARIAR DPRK",NA,66.8,NA,57.82
"245","PEMERINTAH KABUPATEN ACEH TENGAH","SEKRETARIAT DAERAH",NA,74.33,NA,57.82
"246","PEMERINTAH KABUPATEN ACEH TENGAH","SEKRETARIAT MAJELIS ADAT GAYO",NA,71.47,NA,57.82
"247","PEMERINTAH KABUPATEN ACEH TENGAH","SEKRETARIAT MAJELIS PENDIDIKAN DAERAH",NA,70.2,NA,57.82
"248","PEMERINTAH KABUPATEN ACEH TENGAH","SEKRETARIAT MAJELIS PERMUSYAWARATAN ULAMA",NA,58.68,NA,57.82
"249","PEMERINTAH KABUPATEN ACEH BARAT","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,72.25,NA,64
"250","PEMERINTAH KABUPATEN ACEH BARAT","BADAN KESATUAN BANGSA DAN POLITIK",NA,70.56,NA,64
"251","PEMERINTAH KABUPATEN ACEH BARAT","BADAN PENANGGULANGAN BENCANA DAERAH",NA,70.42,NA,64
"252","PEMERINTAH KABUPATEN ACEH BARAT","BADAN PENGELOLAAN KEUANGAN DAERAH",NA,64.46,NA,64
"253","PEMERINTAH KABUPATEN ACEH BARAT","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,75.77,NA,64
"254","PEMERINTAH KABUPATEN ACEH BARAT","DINAS KELAUTAN DAN PERIKANAN",62.84,70.73,66.11,64
"255","PEMERINTAH KABUPATEN ACEH BARAT","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",68.69,62.38,91.67,64
"256","PEMERINTAH KABUPATEN ACEH BARAT","DINAS KESEHATAN",NA,66.51,NA,64
"257","PEMERINTAH KABUPATEN ACEH BARAT","DINAS KOMUNIKASI, INFORMATIKA DAN PERSANDIAN",NA,74.07,NA,64
"258","PEMERINTAH KABUPATEN ACEH BARAT","DINAS LINGKUNGAN HIDUP",NA,73.6,NA,64
"259","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PANGAN",NA,67.15,NA,64
"260","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PARIWISATA, KEBUDAYAAN, PEMUDA DAN OLAH RAGA",NA,68.08,NA,64
"261","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",NA,73.34,NA,64
"262","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PEMBERDAYAAN MASYARAKAT DAN GAMPONG",NA,72.89,NA,64
"263","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KB",NA,64.92,NA,64
"264","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",71.96,78.03,87.13,64
"265","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PENDIDIKAN",NA,65.84,NA,64
"266","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PENDIDIKAN DAYAH",NA,66.76,NA,64
"267","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PERDAGANGAN",NA,62.29,NA,64
"268","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PERHUBUNGAN",NA,69.91,NA,64
"269","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PERKEBUNAN DAN PETERNAKAN",NA,67.6,NA,64
"270","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,72.84,NA,64
"271","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PERTANAHAN",NA,62.54,NA,64
"272","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PERTANIAN TANAMAN PANGAN DAN HORTIKULTURA",69.77,69.15,88.68,64
"273","PEMERINTAH KABUPATEN ACEH BARAT","DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN",NA,70.97,NA,64
"274","PEMERINTAH KABUPATEN ACEH BARAT","DINAS SOSIAL",NA,70.18,NA,64
"275","PEMERINTAH KABUPATEN ACEH BARAT","DINAS SYARIAT ISLAM",NA,66.87,NA,64
"276","PEMERINTAH KABUPATEN ACEH BARAT","DINAS TRANSMIGRASI DAN TENAGA KERJA",NA,67.21,NA,64
"277","PEMERINTAH KABUPATEN ACEH BARAT","KECAMATAN",NA,75.61,NA,64
"278","PEMERINTAH KABUPATEN ACEH BARAT","SATUAN POLISI PAMONG PRAJA DAN WILAYATUL HISBAH",NA,76.84,NA,64
"279","PEMERINTAH KABUPATEN ACEH BARAT","SEKRETARIAT BAITUL MAL KABUPATEN",NA,78.72,NA,64
"280","PEMERINTAH KABUPATEN ACEH BARAT","SEKRETARIAT DAERAH",NA,73.27,NA,64
"281","PEMERINTAH KABUPATEN ACEH BARAT","SEKRETARIAT DPRD",NA,53.47,NA,64
"282","PEMERINTAH KABUPATEN ACEH BARAT","SEKRETARIAT MAJELIS ADAT ACEH",NA,70.59,NA,64
"283","PEMERINTAH KABUPATEN ACEH BARAT","SEKRETARIAT MAJELIS PENDIDIKAN DAERAH",NA,73.66,NA,64
"284","PEMERINTAH KABUPATEN ACEH BARAT","SEKRETARIAT MAJELIS PERMUSYAWARATAN ULAMA",NA,71.04,NA,64
"285","PEMERINTAH KABUPATEN ACEH BESAR","BADAN KESATUAN BANGSA DAN POLITIK",NA,70.86,NA,67.68
"286","PEMERINTAH KABUPATEN ACEH BESAR","BADAN PENGELOLAAN KEUANGAN DAERAH",NA,71.08,NA,67.68
"287","PEMERINTAH KABUPATEN ACEH BESAR","DINAS KELAUTAN DAN PERIKANAN",NA,66.25,NA,67.68
"288","PEMERINTAH KABUPATEN ACEH BESAR","DINAS KOPERASI, USAHA KECIL MENENGAH DAN PERDAGANGAN",71.45,76.68,91.67,67.68
"289","PEMERINTAH KABUPATEN ACEH BESAR","DINAS LINGKUNGAN HIDUP",NA,71.74,NA,67.68
"290","PEMERINTAH KABUPATEN ACEH BESAR","DINAS PANGAN",NA,77.45,NA,67.68
"291","PEMERINTAH KABUPATEN ACEH BESAR","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",NA,62.84,NA,67.68
"292","PEMERINTAH KABUPATEN ACEH BESAR","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",67.92,68.47,88.54,67.68
"293","PEMERINTAH KABUPATEN ACEH BESAR","DINAS PENDIDIKAN DAN KEBUDAYAAN",71.46,76.97,91.43,67.68
"294","PEMERINTAH KABUPATEN ACEH BESAR","DINAS PENDIDIKAN DAYAH",NA,64.94,NA,67.68
"295","PEMERINTAH KABUPATEN ACEH BESAR","DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,63.94,NA,67.68
"296","PEMERINTAH KABUPATEN ACEH BESAR","DINAS PERHUBUNGAN",73.47,81.37,93.48,67.68
"297","PEMERINTAH KABUPATEN ACEH BESAR","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,71.02,NA,67.68
"298","PEMERINTAH KABUPATEN ACEH BESAR","DINAS PERTANIAN",69.81,64.73,97.78,67.68
"299","PEMERINTAH KABUPATEN ACEH BESAR","DINAS SATUAN POLISI PAMONG PRAJA DAN WILAYATUL HISBAH",NA,80.8,NA,67.68
"300","PEMERINTAH KABUPATEN ACEH BESAR","DINAS SYARIAT ISLAM",53.99,73.87,41.04,67.68
"301","PEMERINTAH KABUPATEN ACEH BESAR","SEKRETARIAT DAERAH",NA,70.14,NA,67.68
"302","PEMERINTAH KABUPATEN ACEH BESAR","SEKRETARIAT DPRD",NA,70.22,NA,67.68
"303","PEMERINTAH KABUPATEN PIDIE","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,72.25,NA,68.06
"304","PEMERINTAH KABUPATEN PIDIE","BADAN KESATUAN BANGSA DAN POLITIK",NA,68.16,NA,68.06
"305","PEMERINTAH KABUPATEN PIDIE","BADAN PENANGGULANGAN BENCANA DAERAH",NA,65.09,NA,68.06
"306","PEMERINTAH KABUPATEN PIDIE","BADAN PENGELOLAAN KEUANGAN",NA,76.74,NA,68.06
"307","PEMERINTAH KABUPATEN PIDIE","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,68,NA,68.06
"308","PEMERINTAH KABUPATEN PIDIE","DINAS KELAUTAN DAN PERIKANAN",NA,75.91,NA,68.06
"309","PEMERINTAH KABUPATEN PIDIE","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",NA,73.34,NA,68.06
"310","PEMERINTAH KABUPATEN PIDIE","DINAS KESEHATAN",NA,68.27,NA,68.06
"311","PEMERINTAH KABUPATEN PIDIE","DINAS KOMUNIKASI, INFORMATIKA DAN PERSANDIAN",NA,62.68,NA,68.06
"312","PEMERINTAH KABUPATEN PIDIE","DINAS LINGKUNGAN HIDUP",NA,73.9,NA,68.06
"313","PEMERINTAH KABUPATEN PIDIE","DINAS PARIWISATA, PEMUDA DAN OLAH RAGA",NA,70.24,NA,68.06
"314","PEMERINTAH KABUPATEN PIDIE","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",NA,75.17,NA,68.06
"315","PEMERINTAH KABUPATEN PIDIE","DINAS PEMBERDAYAAN MASYARAKAT DAN GAMPONG",NA,75.14,NA,68.06
"316","PEMERINTAH KABUPATEN PIDIE","DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK, DAN KELUARGA BERENCANA",NA,58.47,NA,68.06
"317","PEMERINTAH KABUPATEN PIDIE","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",NA,78.95,NA,68.06
"318","PEMERINTAH KABUPATEN PIDIE","DINAS PENDIDIKAN DAN KEBUDAYAAN",NA,72.7,NA,68.06
"319","PEMERINTAH KABUPATEN PIDIE","DINAS PENDIDIKAN DAYAH",50.37,44.12,51.53,68.06
"320","PEMERINTAH KABUPATEN PIDIE","DINAS PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH",68.89,63.56,89.95,68.06
"321","PEMERINTAH KABUPATEN PIDIE","DINAS PERHUBUNGAN",NA,76.25,NA,68.06
"322","PEMERINTAH KABUPATEN PIDIE","DINAS PERPUSTAKAAN DAN KEARSIPAN",71.03,73.66,87.09,68.06
"323","PEMERINTAH KABUPATEN PIDIE","DINAS PERTANIAN DAN PANGAN",NA,72.12,NA,68.06
"324","PEMERINTAH KABUPATEN PIDIE","DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN",69.53,74.96,81.32,68.06
"325","PEMERINTAH KABUPATEN PIDIE","DINAS SOSIAL",71.96,82.53,81.67,68.06
"326","PEMERINTAH KABUPATEN PIDIE","DINAS SYARI`AT ISLAM",NA,81.67,NA,68.06
"327","PEMERINTAH KABUPATEN PIDIE","DINAS TENAGA KERJA DAN TRANSMIGRASI",NA,71.39,NA,68.06
"328","PEMERINTAH KABUPATEN PIDIE","DPRD KABUPATEN PIDIE",NA,61.55,NA,68.06
"329","PEMERINTAH KABUPATEN PIDIE","KECAMATAN",69.62,72.49,83.87,68.06
"330","PEMERINTAH KABUPATEN PIDIE","SATUAN POLISI PAMONG PRAJA DAN WILAYATUL HISBAH",NA,77.1,NA,68.06
"331","PEMERINTAH KABUPATEN PIDIE","SEKRETARIAT BAITUL MAL",NA,64.41,NA,68.06
"332","PEMERINTAH KABUPATEN PIDIE","SEKRETARIAT DAERAH",NA,71.38,NA,68.06
"333","PEMERINTAH KABUPATEN PIDIE","SEKRETARIAT MAJELIS PERMUSYAWARATAN ULAMA",NA,74.48,NA,68.06
"334","PEMERINTAH KABUPATEN BIREUEN","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,71.76,NA,63.83
"335","PEMERINTAH KABUPATEN BIREUEN","BADAN KESATUAN BANGSA DAN POLITIK",NA,78.13,NA,63.83
"336","PEMERINTAH KABUPATEN BIREUEN","BADAN PENANGGULANGAN BENCANA DAERAH",NA,77.89,NA,63.83
"337","PEMERINTAH KABUPATEN BIREUEN","BADAN PENGELOLAAN KEUANGAN DAERAH",71.52,70.03,88.16,63.83
"338","PEMERINTAH KABUPATEN BIREUEN","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,75.34,NA,63.83
"339","PEMERINTAH KABUPATEN BIREUEN","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",72.61,75.71,86.22,63.83
"340","PEMERINTAH KABUPATEN BIREUEN","DINAS KOMUNIKASI, INFORMATIKA DAN PERSANDIAN",NA,74.9,NA,63.83
"341","PEMERINTAH KABUPATEN BIREUEN","DINAS LINGKUNGAN HIDUP DAN KEHUTANAN",NA,75.42,NA,63.83
"342","PEMERINTAH KABUPATEN BIREUEN","DINAS PANGAN, KELAUTAN DAN PERIKANAN",71.16,68.73,88.28,63.83
"343","PEMERINTAH KABUPATEN BIREUEN","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",67,70.19,74.24,63.83
"344","PEMERINTAH KABUPATEN BIREUEN","DINAS PEMBERDAYAAN MASYARAKAT DAN GAMPONG, PEREMPUAN DAN KELUARGA BERENCANA",NA,70.71,NA,63.83
"345","PEMERINTAH KABUPATEN BIREUEN","DINAS PEMUDA, OLAH RAGA DAN PARIWISATA",NA,74.17,NA,63.83
"346","PEMERINTAH KABUPATEN BIREUEN","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",72.72,76.7,85.63,63.83
"347","PEMERINTAH KABUPATEN BIREUEN","DINAS PENDIDIKAN DAN KEBUDAYAAN",74.05,75.55,90.75,63.83
"348","PEMERINTAH KABUPATEN BIREUEN","DINAS PENDIDIKAN DAYAH",NA,77.09,NA,63.83
"349","PEMERINTAH KABUPATEN BIREUEN","DINAS PERDAGANGAN, PERINDUSTRIAN, KOPERASI DAN UKM",NA,73.07,NA,63.83
"350","PEMERINTAH KABUPATEN BIREUEN","DINAS PERHUBUNGAN",73.96,74.28,91.67,63.83
"351","PEMERINTAH KABUPATEN BIREUEN","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,76.5,NA,63.83
"352","PEMERINTAH KABUPATEN BIREUEN","DINAS PERTANAHAN",NA,72.77,NA,63.83
"353","PEMERINTAH KABUPATEN BIREUEN","DINAS PERTANIAN DAN PERKEBUNAN",75.56,77.43,93.61,63.83
"354","PEMERINTAH KABUPATEN BIREUEN","DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN",NA,77.21,NA,63.83
"355","PEMERINTAH KABUPATEN BIREUEN","DINAS PETERNAKAN DAN KESEHATAN HEWAN",NA,74.65,NA,63.83
"356","PEMERINTAH KABUPATEN BIREUEN","DINAS SOSIAL",69.09,71.28,79.59,63.83
"357","PEMERINTAH KABUPATEN BIREUEN","DINAS SYARIAT ISLAM",NA,72.54,NA,63.83
"358","PEMERINTAH KABUPATEN BIREUEN","DINAS TENAGA KERJA DAN TRANSMIGRASI",NA,73.29,NA,63.83
"359","PEMERINTAH KABUPATEN BIREUEN","KECAMATAN",NA,73.55,NA,63.83
"360","PEMERINTAH KABUPATEN BIREUEN","SATUAN POLISI PAMONG PRAJA DAN WILAYATUL HISBAH",NA,68.42,NA,63.83
"361","PEMERINTAH KABUPATEN BIREUEN","SEKRETARIAT BAITUL MAL",NA,74.16,NA,63.83
"362","PEMERINTAH KABUPATEN BIREUEN","SEKRETARIAT DAERAH",72.65,71.21,90.51,63.83
"363","PEMERINTAH KABUPATEN BIREUEN","SEKRETARIAT DPRD",NA,69.31,NA,63.83
"364","PEMERINTAH KABUPATEN BIREUEN","SEKRETARIAT MAJELIS ADAT ACEH",NA,69.55,NA,63.83
"365","PEMERINTAH KABUPATEN BIREUEN","SEKRETARIAT MAJELIS PERMUSYAWARATAN ULAMA",NA,70.3,NA,63.83
"366","PEMERINTAH KABUPATEN ACEH UTARA","BADAN KEPEGAWAIAN, DAN PENGEMBANGAN SDM.",NA,75.53,NA,66.22
"367","PEMERINTAH KABUPATEN ACEH UTARA","BADAN KESATUAN BANGSA DAN POLITIK",NA,66.94,NA,66.22
"368","PEMERINTAH KABUPATEN ACEH UTARA","BADAN PENANGGULANGAN BENCANA DAERAH",NA,59.24,NA,66.22
"369","PEMERINTAH KABUPATEN ACEH UTARA","BADAN PENGELOLAAN KEUANGAN DAERAH",68.34,67.81,91.67,66.22
"370","PEMERINTAH KABUPATEN ACEH UTARA","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,77.13,NA,66.22
"371","PEMERINTAH KABUPATEN ACEH UTARA","DINAS KELAUTAN DAN PERIKANAN",NA,80.07,NA,66.22
"372","PEMERINTAH KABUPATEN ACEH UTARA","DINAS KEPEMUDAAN, OLAHRAGA DAN PARIWISATA",NA,68.28,NA,66.22
"373","PEMERINTAH KABUPATEN ACEH UTARA","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",66.51,73.48,80.84,66.22
"374","PEMERINTAH KABUPATEN ACEH UTARA","DINAS KESEHATAN",NA,62.15,NA,66.22
"375","PEMERINTAH KABUPATEN ACEH UTARA","DINAS LINGKUNGAN HIDUP DAN KEBERSIHAN",NA,68.03,NA,66.22
"376","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",NA,56.15,NA,66.22
"377","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PEMBERDAYAAN MASYARAKAT, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA",NA,68.96,NA,66.22
"378","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PENANAMAN MODAL, TRANSMIGRASI DAN TENAGA KERJA",66.95,70.29,85.13,66.22
"379","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PENDIDIKAN DAN KEBUDAYAAN",NA,73.94,NA,66.22
"380","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PENDIDIKAN DAYAH",NA,57.75,NA,66.22
"381","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PERDAGANGAN, PERINDUSTRIAN, KOPERASI DAN USAHA KECIL MENENGAH",NA,56.88,NA,66.22
"382","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PERHUBUNGAN",NA,57.69,NA,66.22
"383","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PERKEBUNAN, PETERNAKAN DAN KESEHATAN HEWAN",NA,63.22,NA,66.22
"384","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,75.88,NA,66.22
"385","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PERTANAHAN",NA,73.37,NA,66.22
"386","PEMERINTAH KABUPATEN ACEH UTARA","DINAS PERTANIAN DAN PANGAN",NA,65.94,NA,66.22
"387","PEMERINTAH KABUPATEN ACEH UTARA","DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",70.08,78.95,86.63,66.22
"388","PEMERINTAH KABUPATEN ACEH UTARA","DINAS SYARIAT ISLAM",NA,76.04,NA,66.22
"389","PEMERINTAH KABUPATEN ACEH UTARA","SATUAN POLISI PAMONG PRAJA DAN WILAYATUL HISBAH",NA,76.35,NA,66.22
"390","PEMERINTAH KABUPATEN ACEH UTARA","SEKRETARIAT BAITUL MAL",NA,70.24,NA,66.22
"391","PEMERINTAH KABUPATEN ACEH UTARA","SEKRETARIAT DAERAH",NA,74.36,NA,66.22
"392","PEMERINTAH KABUPATEN ACEH UTARA","SEKRETARIAT DPRD",NA,66.02,NA,66.22
"393","PEMERINTAH KABUPATEN ACEH UTARA","SEKRETARIAT MAJELIS ADAT ACEH",NA,63.78,NA,66.22
"394","PEMERINTAH KABUPATEN ACEH UTARA","KECAMATAN",NA,70.18,NA,66.22
"395","PEMERINTAH KABUPATEN ACEH BARAT DAYA","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUASIA",NA,77.23,NA,70.07
"396","PEMERINTAH KABUPATEN ACEH BARAT DAYA","BADAN KESATUAN BANGSA DAN POLITIK",NA,72.59,NA,70.07
"397","PEMERINTAH KABUPATEN ACEH BARAT DAYA","BADAN PENANGGULANGAN BENCANA KABUPATEN",NA,69.33,NA,70.07
"398","PEMERINTAH KABUPATEN ACEH BARAT DAYA","BADAN PENGELOLAAN KEUANGAN KABUPATEN",75.24,73.97,90.1,70.07
"399","PEMERINTAH KABUPATEN ACEH BARAT DAYA","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,83.14,NA,70.07
"400","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS KELAUTAN DAN PERIKANAN",NA,79.67,NA,70.07
"401","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",76.6,76.72,91.67,70.07
"402","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS KESEHATAN",77.49,77.55,93.63,70.07
"403","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS KOMUNIKASI INFORMATIKA DAN PERSANDIAN",NA,77.2,NA,70.07
"404","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS KOPERASI, USAHA KECIL DAN MENENGAH, PERINDUSTRIAN DAN PERDAGANGAN",NA,74.84,NA,70.07
"405","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",67.3,74.7,65.19,70.07
"406","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS PEMBERDAYAAN MASYARAKAT, PENGENDALIAN PENDUDUK DAN PEMBERDAYAAN PEREMPUAN",NA,72.86,NA,70.07
"407","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU TENAGA KERJA DAN TRANSMIGRASI",74.72,78.23,84.54,70.07
"408","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS PENDIDIKAN DAN KEBUDAYAAN",NA,79.21,NA,70.07
"409","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS PERHUBUNGAN",NA,70.27,NA,70.07
"410","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS PERPUSTAKAAN DAN ARSIP",NA,75.75,NA,70.07
"411","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS PERTANAHAN KABUPATEN",NA,81.97,NA,70.07
"412","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS PERUMAHAN RAKYAT, KAWASAN PERMUKIMAN DAN LINGKUNGAN HIDUP",NA,73.78,NA,70.07
"413","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS SOSIAL",NA,70.6,NA,70.07
"414","PEMERINTAH KABUPATEN ACEH BARAT DAYA","DINAS SYARIAT ISLAM DAN PENDIDIKAN DAYAH",NA,78.75,NA,70.07
"415","PEMERINTAH KABUPATEN ACEH BARAT DAYA","KECAMATAN",NA,68.53,NA,70.07
"416","PEMERINTAH KABUPATEN ACEH BARAT DAYA","SATUAN POLISI PAMONG PRAJA DAN WILAYATUL HISBAH",NA,77.03,NA,70.07
"417","PEMERINTAH KABUPATEN ACEH BARAT DAYA","SEKRETARIAT BAITUL MAL",NA,70.16,NA,70.07
"418","PEMERINTAH KABUPATEN ACEH BARAT DAYA","SEKRETARIAT DAERAH",NA,73.83,NA,70.07
"419","PEMERINTAH KABUPATEN ACEH BARAT DAYA","SEKRETARIAT DPRK",NA,80.13,NA,70.07
